Country,Year,Primary,Secondary,Tertiary,Region
,1875,"10,36","0,06","0,01","Latin America and the Caribbean"
,1880,"13,01","0,08","0,02","Latin America and the Caribbean"
,1885,"19,12","0,1","0,02","Latin America and the Caribbean"
,1890,"25,23","0,13","0,03","Latin America and the Caribbean"
,1895,"31,34","0,16","0,04","Latin America and the Caribbean"
,1900,"37,45","0,2","0,04","Latin America and the Caribbean"
,1905,"43,55","0,26","0,06","Latin America and the Caribbean"
,1910,"53,06","0,33","0,07","Latin America and the Caribbean"
,1915,"62,57","0,41","0,09","Latin America and the Caribbean"
,1920,"64,04","0,53","0,11","Latin America and the Caribbean"
,1925,"65,5","0,66","0,14","Latin America and the Caribbean"
,1930,"66,97","0,84","0,54","Latin America and the Caribbean"
,1935,"68,43","1,06","0,67","Latin America and the Caribbean"
,1940,"69,89","1,34","0,84","Latin America and the Caribbean"
,1945,"71,36","5,08","1,05","Latin America and the Caribbean"
,1950,"72,82","6,55","2,33","Latin America and the Caribbean"
,1955,"77,65","8,98","2,72","Latin America and the Caribbean"
,1960,"88,82","12,37","2,87","Latin America and the Caribbean"
,1965,100,"16,24","2,43","Latin America and the Caribbean"
,1970,100,"17,78","2,9","Latin America and the Caribbean"
,1975,100,"32,47","6,64","Latin America and the Caribbean"
,1980,97,"58,76","19,3","Latin America and the Caribbean"
,1985,94,"71,13","22,1","Latin America and the Caribbean"
,1990,94,75,"24,5","Latin America and the Caribbean"
,1995,"99,91","79,54","15,5","Latin America and the Caribbean"
,2000,"98,24","83,18",24,"Latin America and the Caribbean"
,2005,"96,48","90,39",79,"Latin America and the Caribbean"
,2010,100,"87,98",100,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
"Dominican Rep.",1820,"0,16",0,0,"Latin America and the Caribbean"
,1825,"0,2",0,0,"Latin America and the Caribbean"
,1830,"0,26",0,0,"Latin America and the Caribbean"
,1835,"0,33",0,0,"Latin America and the Caribbean"
,1840,"0,38",0,0,"Latin America and the Caribbean"
,1845,"0,45",0,0,"Latin America and the Caribbean"
,1850,"0,67",0,0,"Latin America and the Caribbean"
,1855,"0,86",0,0,"Latin America and the Caribbean"
,1860,"1,09",0,0,"Latin America and the Caribbean"
,1865,"1,39",0,0,"Latin America and the Caribbean"
,1870,"1,77",0,0,"Latin America and the Caribbean"
,1875,"2,25",0,0,"Latin America and the Caribbean"
,1880,"2,85",0,0,"Latin America and the Caribbean"
,1885,"3,61",0,0,"Latin America and the Caribbean"
,1890,"4,56",0,0,"Latin America and the Caribbean"
,1895,"5,75",0,0,"Latin America and the Caribbean"
,1900,"7,23",0,0,"Latin America and the Caribbean"
,1905,"9,04",0,0,"Latin America and the Caribbean"
,1910,"11,26",0,0,"Latin America and the Caribbean"
,1915,"13,94",0,0,"Latin America and the Caribbean"
,1920,"17,14",0,0,"Latin America and the Caribbean"
,1925,"20,89",0,0,"Latin America and the Caribbean"
,1930,"25,22",0,0,"Latin America and the Caribbean"
,1935,"30,11","1,63","0,01","Latin America and the Caribbean"
,1940,"35,5","1,74","0,08","Latin America and the Caribbean"
,1945,"46,94","2,16","0,16","Latin America and the Caribbean"
,1950,"58,37","3,1","0,2","Latin America and the Caribbean"
,1955,"69,81","2,89","0,31","Latin America and the Caribbean"
,1960,"52,89","5,44","0,73","Latin America and the Caribbean"
,1965,"46,95","9,23","1,4","Latin America and the Caribbean"
,1970,"51,81","15,71","5,5","Latin America and the Caribbean"
,1975,"52,35","21,89","8,9","Latin America and the Caribbean"
,1980,"57,75","33,35",12,"Latin America and the Caribbean"
,1985,68,"45,27","16,18","Latin America and the Caribbean"
,1990,70,"61,44","21,82","Latin America and the Caribbean"
,1995,"86,32","37,96",24,"Latin America and the Caribbean"
,2000,100,"63,54","32,5","Latin America and the Caribbean"
,2005,"95,68","67,18",41,"Latin America and the Caribbean"
,2010,"95,05","70,77","46,95","Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Ecuador,1820,"0,28",0,0,"Latin America and the Caribbean"
,1825,"0,36",0,0,"Latin America and the Caribbean"
,1830,"0,46",0,0,"Latin America and the Caribbean"
,1835,"0,6",0,0,"Latin America and the Caribbean"
,1840,"0,77",0,0,"Latin America and the Caribbean"
,1845,1,0,0,"Latin America and the Caribbean"
,1850,"1,28",0,0,"Latin America and the Caribbean"
,1855,"1,65",0,0,"Latin America and the Caribbean"
,1860,"2,12",0,0,"Latin America and the Caribbean"
,1865,"2,72",0,0,"Latin America and the Caribbean"
,1870,"3,49",0,0,"Latin America and the Caribbean"
,1875,"4,46",0,"0,01","Latin America and the Caribbean"
,1880,"5,69",0,"0,01","Latin America and the Caribbean"
,1885,"7,22",0,"0,01","Latin America and the Caribbean"
,1890,"11,69",0,"0,01","Latin America and the Caribbean"
,1895,"16,15",0,"0,01","Latin America and the Caribbean"
,1900,"20,61",0,"0,02","Latin America and the Caribbean"
,1905,"25,08",0,"0,02","Latin America and the Caribbean"
,1910,"29,54",0,"0,03","Latin America and the Caribbean"
,1915,"32,5",0,"0,04","Latin America and the Caribbean"
,1920,"35,46",0,"0,05","Latin America and the Caribbean"
,1925,"38,43",0,"0,06","Latin America and the Caribbean"
,1930,"41,39",0,"0,08","Latin America and the Caribbean"
,1935,"44,35",0,"0,1","Latin America and the Caribbean"
,1940,"47,31",0,"0,12","Latin America and the Caribbean"
,1945,"50,27",0,"0,15","Latin America and the Caribbean"
,1950,"53,24","3,97","0,24","Latin America and the Caribbean"
,1955,"64,79","5,23","0,4","Latin America and the Caribbean"
,1960,"64,64","7,94","0,96","Latin America and the Caribbean"
,1965,72,"11,91","1,45","Latin America and the Caribbean"
,1970,78,"18,26","4,8","Latin America and the Caribbean"
,1975,78,27,"7,9","Latin America and the Caribbean"
,1980,"85,65","40,5","27,5","Latin America and the Caribbean"
,1985,"89,47","44,47","25,5","Latin America and the Caribbean"
,1990,"89,47","45,26",23,"Latin America and the Caribbean"
,1995,92,"48,95",23,"Latin America and the Caribbean"
,2000,100,"56,77","29,33","Latin America and the Caribbean"
,2005,100,"61,06","35,67","Latin America and the Caribbean"
,2010,100,"82,55",42,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
"El Salvador",1820,"0,88",0,0,"Latin America and the Caribbean"
,1825,"1,12",0,0,"Latin America and the Caribbean"
,1830,"1,41",0,0,"Latin America and the Caribbean"
,1835,"1,78",0,0,"Latin America and the Caribbean"
,1840,"2,24",0,0,"Latin America and the Caribbean"
,1845,"2,82",0,0,"Latin America and the Caribbean"
,1850,"3,55",0,0,"Latin America and the Caribbean"
,1855,"4,45",0,0,"Latin America and the Caribbean"
,1860,"5,57",0,0,"Latin America and the Caribbean"
,1865,"6,95","0,01",0,"Latin America and the Caribbean"
,1870,"8,65","0,01",0,"Latin America and the Caribbean"
,1875,"10,71","0,01",0,"Latin America and the Caribbean"
,1880,"13,19","0,02",0,"Latin America and the Caribbean"
,1885,"16,14","0,02",0,"Latin America and the Caribbean"
,1890,"19,6","0,03",0,"Latin America and the Caribbean"
,1895,"18,51","0,04",0,"Latin America and the Caribbean"
,1900,"18,35","0,06",0,"Latin America and the Caribbean"
,1905,"18,18","0,07",0,"Latin America and the Caribbean"
,1910,"18,02","0,1",0,"Latin America and the Caribbean"
,1915,"17,85","0,13",0,"Latin America and the Caribbean"
,1920,"17,69","0,17",0,"Latin America and the Caribbean"
,1925,"17,52","0,23","0,02","Latin America and the Caribbean"
,1930,"17,36","0,3","0,03","Latin America and the Caribbean"
,1935,"23,5","0,4","0,04","Latin America and the Caribbean"
,1940,"29,65","0,52","0,05","Latin America and the Caribbean"
,1945,"35,79","0,69","0,07","Latin America and the Caribbean"
,1950,"41,93","2,99","0,09","Latin America and the Caribbean"
,1955,"48,68","5,62","0,22","Latin America and the Caribbean"
,1960,"56,3","5,33","0,41","Latin America and the Caribbean"
,1965,60,"8,67","0,72","Latin America and the Caribbean"
,1970,66,14,"1,76","Latin America and the Caribbean"
,1975,"67,44","10,79","5,4","Latin America and the Caribbean"
,1980,"67,44","13,87","2,4","Latin America and the Caribbean"
,1985,"68,35",16,"12,2","Latin America and the Caribbean"
,1990,72,16,"14,7","Latin America and the Caribbean"
,1995,"81,88","33,66","17,9","Latin America and the Caribbean"
,2000,"95,97","53,07",22,"Latin America and the Caribbean"
,2005,100,"60,47",23,"Latin America and the Caribbean"
,2010,100,"62,88",25,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Guatemala,1820,"1,07","0,01",0,"Latin America and the Caribbean"
,1825,"1,33","0,01",0,"Latin America and the Caribbean"
,1830,"1,67","0,01",0,"Latin America and the Caribbean"
,1835,"2,08","0,01",0,"Latin America and the Caribbean"
,1840,"2,6","0,01",0,"Latin America and the Caribbean"
,1845,"3,24","0,02",0,"Latin America and the Caribbean"
,1850,"4,03","0,02",0,"Latin America and the Caribbean"
,1855,"5,01","0,03",0,"Latin America and the Caribbean"
,1860,"6,2","0,03",0,"Latin America and the Caribbean"
,1865,"7,66","0,04",0,"Latin America and the Caribbean"
,1870,"9,43","0,05",0,"Latin America and the Caribbean"
,1875,"11,55","0,06",0,"Latin America and the Caribbean"
,1880,"14,08","0,08",0,"Latin America and the Caribbean"
,1885,"17,05","0,09",0,"Latin America and the Caribbean"
,1890,"20,51","0,11",0,"Latin America and the Caribbean"
,1895,"19,47","0,14",0,"Latin America and the Caribbean"
,1900,"18,44","0,17",0,"Latin America and the Caribbean"
,1905,"17,4","0,22",0,"Latin America and the Caribbean"
,1910,"16,36","0,27",0,"Latin America and the Caribbean"
,1915,"15,33","0,33",0,"Latin America and the Caribbean"
,1920,"14,29","0,4","0,06","Latin America and the Caribbean"
,1925,"16,23","0,5","0,07","Latin America and the Caribbean"
,1930,"18,18","0,61","0,09","Latin America and the Caribbean"
,1935,"20,12","0,76","0,11","Latin America and the Caribbean"
,1940,"22,06","0,93","0,14","Latin America and the Caribbean"
,1945,"24,01","1,6","0,17","Latin America and the Caribbean"
,1950,"25,95","2,86","0,21","Latin America and the Caribbean"
,1955,"30,72","2,64","0,25","Latin America and the Caribbean"
,1960,"34,32",6,"0,31","Latin America and the Caribbean"
,1965,39,6,"0,63","Latin America and the Caribbean"
,1970,44,"6,7","1,3","Latin America and the Caribbean"
,1975,49,9,"1,9","Latin America and the Caribbean"
,1980,"55,12","12,27","5,1","Latin America and the Caribbean"
,1985,"61,25","13,91","5,1","Latin America and the Caribbean"
,1990,"63,88","16,36","5,1","Latin America and the Caribbean"
,1995,"67,86","22,31",6,"Latin America and the Caribbean"
,2000,"84,55","34,92",8,"Latin America and the Caribbean"
,2005,"96,35","49,7",18,"Latin America and the Caribbean"
,2010,100,"63,62","21,27","Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Guyana,1820,"1,2",0,0,"Latin America and the Caribbean"
,1825,"1,52",0,0,"Latin America and the Caribbean"
,1830,"1,93",0,0,"Latin America and the Caribbean"
,1835,"2,46",0,0,"Latin America and the Caribbean"
,1840,"3,12",0,0,"Latin America and the Caribbean"
,1845,"3,95",0,0,"Latin America and the Caribbean"
,1850,"4,99","0,01",0,"Latin America and the Caribbean"
,1855,"6,28","0,01",0,"Latin America and the Caribbean"
,1860,"11,21","0,01",0,"Latin America and the Caribbean"
,1865,"16,15","0,01",0,"Latin America and the Caribbean"
,1870,"21,08","0,02",0,"Latin America and the Caribbean"
,1875,"26,01","0,02",0,"Latin America and the Caribbean"
,1880,"30,94","0,03",0,"Latin America and the Caribbean"
,1885,"35,88","0,04",0,"Latin America and the Caribbean"
,1890,"40,81","0,05",0,"Latin America and the Caribbean"
,1895,"45,74","0,07",0,"Latin America and the Caribbean"
,1900,"50,67","0,09",0,"Latin America and the Caribbean"
,1905,"55,61","0,12",0,"Latin America and the Caribbean"
,1910,"60,54","0,15",0,"Latin America and the Caribbean"
,1915,"65,47","0,2",0,"Latin America and the Caribbean"
,1920,"70,4","0,26",0,"Latin America and the Caribbean"
,1925,"75,34","0,34",0,"Latin America and the Caribbean"
,1930,"80,27","0,44",0,"Latin America and the Caribbean"
,1935,"85,2","0,58",0,"Latin America and the Caribbean"
,1940,"90,13","0,75",0,"Latin America and the Caribbean"
,1945,"95,07","0,98",0,"Latin America and the Caribbean"
,1950,100,"1,28","0,04","Latin America and the Caribbean"
,1955,100,"2,19","0,06","Latin America and the Caribbean"
,1960,"95,88","34,82",0,"Latin America and the Caribbean"
,1965,100,"38,39","0,21","Latin America and the Caribbean"
,1970,87,50,"0,7","Latin America and the Caribbean"
,1975,84,"50,89","2,7","Latin America and the Caribbean"
,1980,"90,39","55,36","2,3","Latin America and the Caribbean"
,1985,"91,3","58,04","2,3","Latin America and the Caribbean"
,1990,100,"52,68","4,3","Latin America and the Caribbean"
,1995,"88,36","69,42","9,2","Latin America and the Caribbean"
,2000,"99,87","75,79","12,1","Latin America and the Caribbean"
,2005,100,"84,01",15,"Latin America and the Caribbean"
,2010,"86,35","91,29",16,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Haiti,1820,0,0,0,"Latin America and the Caribbean"
,1825,0,0,0,"Latin America and the Caribbean"
,1830,0,0,0,"Latin America and the Caribbean"
,1835,0,0,0,"Latin America and the Caribbean"
,1840,0,0,0,"Latin America and the Caribbean"
,1845,0,0,0,"Latin America and the Caribbean"
,1850,0,0,0,"Latin America and the Caribbean"
,1855,0,0,0,"Latin America and the Caribbean"
,1860,0,0,0,"Latin America and the Caribbean"
,1865,0,0,0,"Latin America and the Caribbean"
,1870,0,0,0,"Latin America and the Caribbean"
,1875,0,0,0,"Latin America and the Caribbean"
,1880,0,0,0,"Latin America and the Caribbean"
,1885,0,0,0,"Latin America and the Caribbean"
,1890,0,0,0,"Latin America and the Caribbean"
,1895,0,0,0,"Latin America and the Caribbean"
,1900,0,0,0,"Latin America and the Caribbean"
,1905,0,0,0,"Latin America and the Caribbean"
,1910,0,0,0,"Latin America and the Caribbean"
,1915,0,0,0,"Latin America and the Caribbean"
,1920,0,0,0,"Latin America and the Caribbean"
,1925,0,0,0,"Latin America and the Caribbean"
,1930,0,0,0,"Latin America and the Caribbean"
,1935,0,0,0,"Latin America and the Caribbean"
,1940,0,0,0,"Latin America and the Caribbean"
,1945,0,0,"0,05","Latin America and the Caribbean"
,1950,"23,99","0,92","0,07","Latin America and the Caribbean"
,1955,"21,05","1,59","0,1","Latin America and the Caribbean"
,1960,"18,1","0,94","0,1","Latin America and the Caribbean"
,1965,"23,42","1,88","0,12","Latin America and the Caribbean"
,1970,"22,89","3,76","0,1","Latin America and the Caribbean"
,1975,"28,21","6,58","0,3","Latin America and the Caribbean"
,1980,33,"11,28","0,5","Latin America and the Caribbean"
,1985,42,"14,72","0,6","Latin America and the Caribbean"
,1990,26,"19,32","1,28","Latin America and the Caribbean"
,1995,26,"20,29","1,5","Latin America and the Caribbean"
,2000,"96,57","24,98","1,83","Latin America and the Caribbean"
,2005,"97,57","30,35","2,24","Latin America and the Caribbean"
,2010,"98,35","36,32","2,73","Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Honduras,1820,"0,05",0,0,"Latin America and the Caribbean"
,1825,"0,07",0,0,"Latin America and the Caribbean"
,1830,"0,09",0,0,"Latin America and the Caribbean"
,1835,"0,11",0,0,"Latin America and the Caribbean"
,1840,"0,15",0,0,"Latin America and the Caribbean"
,1845,"0,19",0,0,"Latin America and the Caribbean"
,1850,"0,25",0,0,"Latin America and the Caribbean"
,1855,"0,33",0,0,"Latin America and the Caribbean"
,1860,"0,43","0,01",0,"Latin America and the Caribbean"
,1865,"0,56","0,01",0,"Latin America and the Caribbean"
,1870,"0,73","0,01",0,"Latin America and the Caribbean"
,1875,"0,95","0,01",0,"Latin America and the Caribbean"
,1880,"1,23","0,01",0,"Latin America and the Caribbean"
,1885,"1,6","0,02",0,"Latin America and the Caribbean"
,1890,"2,07","0,02",0,"Latin America and the Caribbean"
,1895,"2,69","0,03",0,"Latin America and the Caribbean"
,1900,"3,47","0,04",0,"Latin America and the Caribbean"
,1905,"4,48","0,05",0,"Latin America and the Caribbean"
,1910,"5,77","0,06",0,"Latin America and the Caribbean"
,1915,"7,4","0,08",0,"Latin America and the Caribbean"
,1920,"9,43","0,1",0,"Latin America and the Caribbean"
,1925,"11,96","0,13",0,"Latin America and the Caribbean"
,1930,"15,06","0,16",0,"Latin America and the Caribbean"
,1935,"18,78","0,2",0,"Latin America and the Caribbean"
,1940,"23,18","0,26",0,"Latin America and the Caribbean"
,1945,"28,26","0,33",0,"Latin America and the Caribbean"
,1950,"33,96","1,09","0,07","Latin America and the Caribbean"
,1955,"41,24","2,01","0,13","Latin America and the Caribbean"
,1960,57,"3,67","0,35","Latin America and the Caribbean"
,1965,68,"3,67","0,6","Latin America and the Caribbean"
,1970,"77,81","7,94","1,14","Latin America and the Caribbean"
,1975,"71,97","9,17","3,2","Latin America and the Caribbean"
,1980,75,"18,33","6,2","Latin America and the Caribbean"
,1985,87,22,"6,7","Latin America and the Caribbean"
,1990,"91,26","20,78","7,2","Latin America and the Caribbean"
,1995,"98,56","21,82","8,8","Latin America and the Caribbean"
,2000,"98,59","39,88",17,"Latin America and the Caribbean"
,2005,100,"57,95",20,"Latin America and the Caribbean"
,2010,100,"69,35",22,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Jamaica,1820,"4,75",0,0,"Latin America and the Caribbean"
,1825,"5,85",0,0,"Latin America and the Caribbean"
,1830,"7,19",0,0,"Latin America and the Caribbean"
,1835,"8,81","0,01",0,"Latin America and the Caribbean"
,1840,"10,75","0,01",0,"Latin America and the Caribbean"
,1845,"13,05","0,01",0,"Latin America and the Caribbean"
,1850,"15,77","0,01",0,"Latin America and the Caribbean"
,1855,"18,92","0,02",0,"Latin America and the Caribbean"
,1860,"22,54","0,02",0,"Latin America and the Caribbean"
,1865,"26,63","0,03",0,"Latin America and the Caribbean"
,1870,"31,17","0,04",0,"Latin America and the Caribbean"
,1875,"35,89","0,05",0,"Latin America and the Caribbean"
,1880,"40,6","0,06",0,"Latin America and the Caribbean"
,1885,"45,32","0,08",0,"Latin America and the Caribbean"
,1890,"50,04","0,11",0,"Latin America and the Caribbean"
,1895,"54,76","0,14",0,"Latin America and the Caribbean"
,1900,"59,48","0,18",0,"Latin America and the Caribbean"
,1905,"64,19","0,24",0,"Latin America and the Caribbean"
,1910,"68,91","0,32","0,01","Latin America and the Caribbean"
,1915,"72,8","0,4","0,01","Latin America and the Caribbean"
,1920,"76,68","0,51","0,01","Latin America and the Caribbean"
,1925,"80,57","0,65","0,02","Latin America and the Caribbean"
,1930,"84,46","0,83","0,03","Latin America and the Caribbean"
,1935,"88,34","1,05","0,05","Latin America and the Caribbean"
,1940,"92,23","1,33","0,07","Latin America and the Caribbean"
,1945,"96,11","1,68","0,11","Latin America and the Caribbean"
,1950,100,"3,42","0,2","Latin America and the Caribbean"
,1955,100,"3,99","0,32","Latin America and the Caribbean"
,1960,"99,18","50,18","1,34","Latin America and the Caribbean"
,1965,"94,59","48,21","2,75","Latin America and the Caribbean"
,1970,100,"44,27","4,78","Latin America and the Caribbean"
,1975,90,61,"5,7","Latin America and the Caribbean"
,1980,95,60,"5,8","Latin America and the Caribbean"
,1985,"99,86","64,9","3,8","Latin America and the Caribbean"
,1990,100,65,"5,3","Latin America and the Caribbean"
,1995,100,"68,6","6,7","Latin America and the Caribbean"
,2000,"92,63","87,1",20,"Latin America and the Caribbean"
,2005,"92,84","92,04","19,31","Latin America and the Caribbean"
,2010,"94,35","90,26",41,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Mexico,1820,"0,74",0,0,"Latin America and the Caribbean"
,1825,"0,94",0,0,"Latin America and the Caribbean"
,1830,"1,18",0,0,"Latin America and the Caribbean"
,1835,"1,5",0,0,"Latin America and the Caribbean"
,1840,"1,89",0,0,"Latin America and the Caribbean"
,1845,"2,38",0,0,"Latin America and the Caribbean"
,1850,3,0,"0,01","Latin America and the Caribbean"
,1855,"3,78",0,"0,01","Latin America and the Caribbean"
,1860,"4,74",0,"0,01","Latin America and the Caribbean"
,1865,"5,94",0,"0,01","Latin America and the Caribbean"
,1870,"7,41",0,"0,01","Latin America and the Caribbean"
,1875,"9,21",0,"0,01","Latin America and the Caribbean"
,1880,"11,4",0,"0,02","Latin America and the Caribbean"
,1885,"14,03",0,"0,02","Latin America and the Caribbean"
,1890,"17,15","0,01","0,03","Latin America and the Caribbean"
,1895,"20,74","0,01","0,03","Latin America and the Caribbean"
,1900,"27,14","0,02","0,04","Latin America and the Caribbean"
,1905,"27,95","0,04","0,05","Latin America and the Caribbean"
,1910,"31,67","0,06","0,06","Latin America and the Caribbean"
,1915,"35,39","0,09","0,07","Latin America and the Caribbean"
,1920,"39,12","0,14","0,08","Latin America and the Caribbean"
,1925,"42,84","0,21","0,1","Latin America and the Caribbean"
,1930,"46,57","0,32","0,12","Latin America and the Caribbean"
,1935,"50,29","0,48","0,15","Latin America and the Caribbean"
,1940,"54,01","0,73","0,38","Latin America and the Caribbean"
,1945,"57,74","1,09","0,48","Latin America and the Caribbean"
,1950,"61,46","1,62","0,59","Latin America and the Caribbean"
,1955,"71,93","1,87","0,74","Latin America and the Caribbean"
,1960,"55,24","5,88","0,92","Latin America and the Caribbean"
,1965,66,"11,76","1,35","Latin America and the Caribbean"
,1970,81,"16,66","2,4","Latin America and the Caribbean"
,1975,"84,18","27,44","3,97","Latin America and the Caribbean"
,1980,"92,12","44,1","9,4","Latin America and the Caribbean"
,1985,"90,53","50,96","11,5","Latin America and the Caribbean"
,1990,"89,74","54,32","12,1","Latin America and the Caribbean"
,1995,"89,74","59,17","14,4","Latin America and the Caribbean"
,2000,"97,69","68,94",19,"Latin America and the Caribbean"
,2005,"97,34","77,87",23,"Latin America and the Caribbean"
,2010,100,"83,09",26,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Nicaragua,1820,"0,67",0,0,"Latin America and the Caribbean"
,1825,"0,85",0,0,"Latin America and the Caribbean"
,1830,"1,09",0,0,"Latin America and the Caribbean"
,1835,"1,39",0,0,"Latin America and the Caribbean"
,1840,"1,77",0,0,"Latin America and the Caribbean"
,1845,"2,25",0,0,"Latin America and the Caribbean"
,1850,"2,85",0,0,"Latin America and the Caribbean"
,1855,"3,62",0,0,"Latin America and the Caribbean"
,1860,"4,58",0,0,"Latin America and the Caribbean"
,1865,"5,78",0,0,"Latin America and the Caribbean"
,1870,"7,27",0,0,"Latin America and the Caribbean"
,1875,"9,11",0,0,"Latin America and the Caribbean"
,1880,"11,36",0,0,"Latin America and the Caribbean"
,1885,"14,08",0,0,"Latin America and the Caribbean"
,1890,"15,19",0,0,"Latin America and the Caribbean"
,1895,"16,31",0,0,"Latin America and the Caribbean"
,1900,"17,43",0,0,"Latin America and the Caribbean"
,1905,"18,55",0,0,"Latin America and the Caribbean"
,1910,"19,67",0,0,"Latin America and the Caribbean"
,1915,"20,79",0,0,"Latin America and the Caribbean"
,1920,"21,9","0,12",0,"Latin America and the Caribbean"
,1925,"23,02","0,16",0,"Latin America and the Caribbean"
,1930,"26,91","0,22",0,"Latin America and the Caribbean"
,1935,"30,8","0,3",0,"Latin America and the Caribbean"
,1940,"34,69","0,4",0,"Latin America and the Caribbean"
,1945,"38,58","1,29","0,24","Latin America and the Caribbean"
,1950,"42,47","2,69","0,3","Latin America and the Caribbean"
,1955,"46,35","2,49","0,37","Latin America and the Caribbean"
,1960,"50,24","3,19","0,46","Latin America and the Caribbean"
,1965,"50,24","6,91","1,26","Latin America and the Caribbean"
,1970,"61,89","9,04","3,6","Latin America and the Caribbean"
,1975,"64,08","13,3","5,8","Latin America and the Caribbean"
,1980,75,25,11,"Latin America and the Caribbean"
,1985,79,23,"10,4","Latin America and the Caribbean"
,1990,77,29,"8,9","Latin America and the Caribbean"
,1995,"92,96",47,"12,2","Latin America and the Caribbean"
,2000,"96,58","54,35",18,"Latin America and the Caribbean"
,2005,100,"63,83",19,"Latin America and the Caribbean"
,2010,100,66,"22,6","Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Panama,1820,"0,34",0,0,"Latin America and the Caribbean"
,1825,"0,44",0,0,"Latin America and the Caribbean"
,1830,"0,57",0,0,"Latin America and the Caribbean"
,1835,"0,73",0,0,"Latin America and the Caribbean"
,1840,"0,93",0,0,"Latin America and the Caribbean"
,1845,"1,19",0,0,"Latin America and the Caribbean"
,1850,"1,53",0,0,"Latin America and the Caribbean"
,1855,"1,96",0,0,"Latin America and the Caribbean"
,1860,"2,5",0,0,"Latin America and the Caribbean"
,1865,"3,19",0,0,"Latin America and the Caribbean"
,1870,"4,06",0,0,"Latin America and the Caribbean"
,1875,"5,16",0,0,"Latin America and the Caribbean"
,1880,"6,53",0,0,"Latin America and the Caribbean"
,1885,"8,25",0,0,"Latin America and the Caribbean"
,1890,"10,35",0,0,"Latin America and the Caribbean"
,1895,"12,93",0,0,"Latin America and the Caribbean"
,1900,"16,03",0,0,"Latin America and the Caribbean"
,1905,"19,7",0,0,"Latin America and the Caribbean"
,1910,"25,47",0,0,"Latin America and the Caribbean"
,1915,"31,23",0,0,"Latin America and the Caribbean"
,1920,"36,99",0,0,"Latin America and the Caribbean"
,1925,"42,76","0,91",0,"Latin America and the Caribbean"
,1930,"48,52","1,77",0,"Latin America and the Caribbean"
,1935,"54,29","2,27",0,"Latin America and the Caribbean"
,1940,"60,05","4,52",0,"Latin America and the Caribbean"
,1945,"65,81","6,77","0,57","Latin America and the Caribbean"
,1950,"71,58","14,04","1,06","Latin America and the Caribbean"
,1955,"78,09","15,13","1,41","Latin America and the Caribbean"
,1960,82,26,"4,12","Latin America and the Caribbean"
,1965,85,30,"6,74","Latin America and the Caribbean"
,1970,79,31,"6,3","Latin America and the Caribbean"
,1975,88,41,"17,5","Latin America and the Caribbean"
,1980,89,49,"23,2","Latin America and the Caribbean"
,1985,89,50,"28,6","Latin America and the Caribbean"
,1990,92,52,"24,6","Latin America and the Caribbean"
,1995,92,"54,6","32,6","Latin America and the Caribbean"
,2000,"97,98","64,43",52,"Latin America and the Caribbean"
,2005,"99,22","64,49",52,"Latin America and the Caribbean"
,2010,"95,51","66,8",54,"Latin America and the Caribbean"
,,,,,
,,,,,
,,,,,
,,,,,
Paraguay,1820,"0,2",0,0,"Latin America and the Caribbean"
,1825,"0,26",0,0,"Latin America and the Caribbean"
,1830,"0,33",0,0,"Latin America and the Caribbean"
,1835,"0,43",0,0,"Latin America and the Caribbean"
,1840,"0,55",0,0,"Latin America and the Caribbean"
,1845,"0,71",0,0,"Latin America and the Caribbean"
,1850,"0,92",0,0,"Latin America and the Caribbean"
,1855,"1,18",0,0,"Latin America and the Caribbean"
,1860,"1,52",0,0,"Latin America and the Caribbean"
,1865,"1,96",0,0,"Latin America and the Caribbean"
,1870,"2,53",0,0,"Latin America and the Caribbean"
,1875,"3,24",0,0,"Latin America and the Caribbean"
,1880,"4,15",0,0,"Latin America and the Caribbean"
,1885,"5,31",0,0,"Latin America and the Caribbean"
,1890,"6,76",0,0,"Latin America and the Caribbean"
,1895,"8,58",0,0,"Latin America and the Caribbean"
,1900,"10,82",0,0,"Latin America and the Caribbean"
,1905,"13,57",0,0,"Latin America and the Caribbean"
,1910,"19,02",0,0,"Latin America and the Caribbean"
,1915,"24,46","0,17","0,08","Latin America and the Caribbean"
,1920,"29,9","0,24","0,1","Latin America and the Caribbean"
,1925,"35,34","0,34","0,13","Latin America and the Caribbean"
,1930,"40,78","0,48","0,16","Latin America and the Caribbean"
,1935,"46,23","0,67","0,2","Latin America and the Caribbean"
,1940,"51,67","0,93","0,25","Latin America and the Caribbean"
,1945,"57,11","1,29","0,31","Latin America and the Caribbean"
