country,year,primary,secondary,tertiary,region
philippines,1860,1,0,0,"asia and the pacific"
philippines,1865,3,0,0,"asia and the pacific"
philippines,1870,4,0,0,"asia and the pacific"
philippines,1875,5,0,0,"asia and the pacific"
philippines,1880,7,0,0,"asia and the pacific"
philippines,1885,10,0,0,"asia and the pacific"
philippines,1890,13,0,0,"asia and the pacific"
philippines,1895,17,0,0,"asia and the pacific"
philippines,1900,22,0,0,"asia and the pacific"
philippines,1905,28,0,0,"asia and the pacific"
philippines,1910,24,0,0,"asia and the pacific"
philippines,1915,37,0,0,"asia and the pacific"
philippines,1920,51,0,0,"asia and the pacific"
philippines,1925,65,1,0,"asia and the pacific"
philippines,1930,72,2,0,"asia and the pacific"
philippines,1935,79,3,0,"asia and the pacific"
philippines,1940,86,3,1,"asia and the pacific"
philippines,1945,93,4,1,"asia and the pacific"
philippines,1950,100,11,3,"asia and the pacific"
philippines,1955,100,12,5,"asia and the pacific"
philippines,1960,81,17,13,"asia and the pacific"
philippines,1965,99,28,20,"asia and the pacific"
philippines,1970,100,41,22,"asia and the pacific"
philippines,1975,94,45,21,"asia and the pacific"
philippines,1980,94,49,28,"asia and the pacific"
philippines,1985,95,51,40,"asia and the pacific"
philippines,1990,100,55,31,"asia and the pacific"
philippines,1995,100,57,34,"asia and the pacific"
philippines,2000,100,77,32,"asia and the pacific"
philippines,2005,100,82,30,"asia and the pacific"
philippines,2010,100,83,31,"asia and the pacific"
taiwan,1820,0,0,0,"asia and the pacific"
taiwan,1825,0,0,0,"asia and the pacific"
taiwan,1830,0,0,0,"asia and the pacific"
taiwan,1835,0,0,0,"asia and the pacific"
taiwan,1840,0,0,0,"asia and the pacific"
taiwan,1845,0,0,0,"asia and the pacific"
taiwan,1850,0,0,0,"asia and the pacific"
taiwan,1855,0,0,0,"asia and the pacific"
taiwan,1860,0,0,0,"asia and the pacific"
taiwan,1865,0,0,0,"asia and the pacific"
taiwan,1870,0,0,0,"asia and the pacific"
taiwan,1875,0,0,0,"asia and the pacific"
taiwan,1880,0,0,0,"asia and the pacific"
taiwan,1885,0,0,0,"asia and the pacific"
taiwan,1890,0,0,0,"asia and the pacific"
taiwan,1895,1,0,0,"asia and the pacific"
taiwan,1900,2,0,0,"asia and the pacific"
taiwan,1905,4,0,0,"asia and the pacific"
taiwan,1910,14,0,0,"asia and the pacific"
taiwan,1915,23,0,0,"asia and the pacific"
taiwan,1920,33,0,0,"asia and the pacific"
taiwan,1925,43,0,0,"asia and the pacific"
taiwan,1930,53,0,0,"asia and the pacific"
taiwan,1935,62,0,0,"asia and the pacific"
taiwan,1940,72,0,0,"asia and the pacific"
taiwan,1945,82,0,0,"asia and the pacific"
taiwan,1950,92,4,0,"asia and the pacific"
taiwan,1955,100,9,0,"asia and the pacific"
taiwan,1960,94,9,1,"asia and the pacific"
taiwan,1965,96,18,3,"asia and the pacific"
taiwan,1970,97,40,6,"asia and the pacific"
taiwan,1975,97,53,7,"asia and the pacific"
taiwan,1980,97,69,9,"asia and the pacific"
taiwan,1985,98,71,11,"asia and the pacific"
taiwan,1990,98,87,45,"asia and the pacific"
taiwan,1995,98,91,34,"asia and the pacific"
taiwan,2000,99,93,59,"asia and the pacific"
taiwan,2005,99,93,85,"asia and the pacific"
taiwan,2010,100,95,89,"asia and the pacific"
thailand,1820,0,0,0,"asia and the pacific"
thailand,1825,0,0,0,"asia and the pacific"
thailand,1830,0,0,0,"asia and the pacific"
thailand,1835,0,0,0,"asia and the pacific"
thailand,1840,0,0,0,"asia and the pacific"
thailand,1845,0,0,0,"asia and the pacific"
thailand,1850,0,0,0,"asia and the pacific"
thailand,1855,0,0,0,"asia and the pacific"
thailand,1860,0,0,0,"asia and the pacific"
thailand,1865,0,0,0,"asia and the pacific"
thailand,1870,0,0,0,"asia and the pacific"
thailand,1875,0,0,0,"asia and the pacific"
thailand,1880,0,0,0,"asia and the pacific"
thailand,1885,3,0,0,"asia and the pacific"
thailand,1890,3,0,0,"asia and the pacific"
thailand,1895,3,0,0,"asia and the pacific"
thailand,1900,3,0,0,"asia and the pacific"
thailand,1905,4,0,0,"asia and the pacific"
thailand,1910,4,0,0,"asia and the pacific"
thailand,1915,16,0,0,"asia and the pacific"
thailand,1920,28,0,0,"asia and the pacific"
thailand,1925,40,0,0,"asia and the pacific"
thailand,1930,52,0,0,"asia and the pacific"
thailand,1935,64,1,0,"asia and the pacific"
thailand,1940,76,1,0,"asia and the pacific"
thailand,1945,88,1,0,"asia and the pacific"
thailand,1950,100,2,0,"asia and the pacific"
thailand,1955,100,5,0,"asia and the pacific"
thailand,1960,88,5,1,"asia and the pacific"
thailand,1965,68,8,1,"asia and the pacific"
thailand,1970,70,12,2,"asia and the pacific"
thailand,1975,72,18,2,"asia and the pacific"
thailand,1980,85,22,10,"asia and the pacific"
thailand,1985,86,23,15,"asia and the pacific"
thailand,1990,78,25,12,"asia and the pacific"
thailand,1995,93,35,20,"asia and the pacific"
thailand,2000,92,56,38,"asia and the pacific"
thailand,2005,90,64,47,"asia and the pacific"
thailand,2010,89,75,56,"asia and the pacific"
albania,1820,0,0,0,"eastern europe"
albania,1825,0,0,0,"eastern europe"
albania,1830,0,0,0,"eastern europe"
albania,1835,0,0,0,"eastern europe"
albania,1840,0,0,0,"eastern europe"
albania,1845,0,0,0,"eastern europe"
albania,1850,0,0,0,"eastern europe"
albania,1855,0,0,0,"eastern europe"
albania,1860,1,0,0,"eastern europe"
albania,1865,1,0,0,"eastern europe"
albania,1870,1,0,0,"eastern europe"
albania,1875,3,0,0,"eastern europe"
albania,1880,3,0,0,"eastern europe"
albania,1885,4,0,0,"eastern europe"
albania,1890,5,0,0,"eastern europe"
albania,1895,6,0,0,"eastern europe"
albania,1900,7,0,0,"eastern europe"
albania,1905,9,0,0,"eastern europe"
albania,1910,10,0,0,"eastern europe"
albania,1915,12,0,0,"eastern europe"
albania,1920,15,0,0,"eastern europe"
albania,1925,17,0,0,"eastern europe"
albania,1930,20,0,0,"eastern europe"
albania,1935,25,0,0,"eastern europe"
albania,1940,30,0,0,"eastern europe"
albania,1945,65,0,0,"eastern europe"
albania,1950,100,1,0,"eastern europe"
albania,1955,95,1,0,"eastern europe"
albania,1960,67,9,1,"eastern europe"
albania,1965,78,22,3,"eastern europe"
albania,1970,91,24,3,"eastern europe"
albania,1975,92,39,5,"eastern europe"
albania,1980,93,55,5,"eastern europe"
albania,1985,93,61,10,"eastern europe"
albania,1990,91,68,10,"eastern europe"
albania,1995,91,32,13,"eastern europe"
albania,2000,97,61,16,"eastern europe"
albania,2005,96,76,30,"eastern europe"
albania,2010,97,81,51,"eastern europe"
bulgaria,1820,4,0,0,"eastern europe"
bulgaria,1825,5,0,0,"eastern europe"
bulgaria,1830,5,0,0,"eastern europe"
bulgaria,1835,6,0,0,"eastern europe"
bulgaria,1840,8,0,0,"eastern europe"
bulgaria,1845,9,0,0,"eastern europe"
bulgaria,1850,10,0,0,"eastern europe"
bulgaria,1855,12,0,0,"eastern europe"
bulgaria,1860,14,0,0,"eastern europe"
bulgaria,1865,16,0,0,"eastern europe"
bulgaria,1870,19,0,0,"eastern europe"
bulgaria,1875,22,0,0,"eastern europe"
bulgaria,1880,25,0,0,"eastern europe"
bulgaria,1885,28,0,0,"eastern europe"
bulgaria,1890,31,0,0,"eastern europe"
bulgaria,1895,35,0,0,"eastern europe"
bulgaria,1900,38,0,0,"eastern europe"
bulgaria,1905,70,0,0,"eastern europe"
bulgaria,1910,73,0,0,"eastern europe"
bulgaria,1915,74,0,0,"eastern europe"
bulgaria,1920,76,1,0,"eastern europe"
bulgaria,1925,77,1,0,"eastern europe"
bulgaria,1930,78,2,0,"eastern europe"
bulgaria,1935,80,4,0,"eastern europe"
bulgaria,1940,81,6,0,"eastern europe"
bulgaria,1945,82,10,0,"eastern europe"
bulgaria,1950,84,39,0,"eastern europe"
bulgaria,1955,90,52,4,"eastern europe"
bulgaria,1960,90,51,8,"eastern europe"
bulgaria,1965,100,46,15,"eastern europe"
bulgaria,1970,97,65,14,"eastern europe"
bulgaria,1975,97,74,22,"eastern europe"
bulgaria,1980,96,69,18,"eastern europe"
bulgaria,1985,97,78,21,"eastern europe"
bulgaria,1990,83,63,32,"eastern europe"
bulgaria,1995,91,76,49,"eastern europe"
bulgaria,2000,100,90,52,"eastern europe"
bulgaria,2005,99,88,48,"eastern europe"
bulgaria,2010,100,88,66,"eastern europe"
hungary,1820,13,0,0,"eastern europe"
hungary,1825,15,0,0,"eastern europe"
hungary,1830,16,0,0,"eastern europe"
hungary,1835,18,0,0,"eastern europe"
hungary,1840,20,0,0,"eastern europe"
hungary,1845,22,0,0,"eastern europe"
hungary,1850,25,0,0,"eastern europe"
hungary,1855,27,0,0,"eastern europe"
hungary,1860,30,0,0,"eastern europe"
hungary,1865,33,0,0,"eastern europe"
hungary,1870,41,0,0,"eastern europe"
hungary,1875,49,0,0,"eastern europe"
hungary,1880,58,0,0,"eastern europe"
hungary,1885,66,0,0,"eastern europe"
hungary,1890,74,0,0,"eastern europe"
hungary,1895,78,0,0,"eastern europe"
hungary,1900,83,0,0,"eastern europe"
hungary,1905,87,0,0,"eastern europe"
hungary,1910,77,0,0,"eastern europe"
hungary,1915,67,0,0,"eastern europe"
hungary,1920,57,0,0,"eastern europe"
hungary,1925,47,0,0,"eastern europe"
hungary,1930,57,2,0,"eastern europe"
hungary,1935,67,3,0,"eastern europe"
hungary,1940,78,4,0,"eastern europe"
hungary,1945,88,6,0,"eastern europe"
hungary,1950,98,8,1,"eastern europe"
hungary,1955,93,12,1,"eastern europe"
hungary,1960,98,33,4,"eastern europe"
hungary,1965,97,48,9,"eastern europe"
hungary,1970,93,37,8,"eastern europe"
hungary,1975,95,40,11,"eastern europe"
hungary,1980,95,45,13,"eastern europe"
hungary,1985,98,70,16,"eastern europe"
hungary,1990,87,78,14,"eastern europe"
hungary,1995,99,99,26,"eastern europe"
hungary,2000,97,95,40,"eastern europe"
hungary,2005,95,93,78,"eastern europe"
hungary,2010,100,97,70,"eastern europe"
poland,1820,21,0,0,"eastern europe"
poland,1825,22,0,0,"eastern europe"
poland,1830,24,0,0,"eastern europe"
poland,1835,26,0,0,"eastern europe"
poland,1840,28,0,0,"eastern europe"
poland,1845,30,0,0,"eastern europe"
poland,1850,32,0,0,"eastern europe"
poland,1855,34,0,0,"eastern europe"
poland,1860,36,0,0,"eastern europe"
poland,1865,39,0,0,"eastern europe"
poland,1870,41,0,0,"eastern europe"
poland,1875,44,0,0,"eastern europe"
poland,1880,46,0,0,"eastern europe"
poland,1885,48,0,0,"eastern europe"
poland,1890,51,0,0,"eastern europe"
poland,1895,53,0,0,"eastern europe"
poland,1900,56,0,0,"eastern europe"
poland,1905,58,0,0,"eastern europe"
poland,1910,61,1,0,"eastern europe"
poland,1915,63,1,0,"eastern europe"
poland,1920,65,1,0,"eastern europe"
poland,1925,67,2,0,"eastern europe"
poland,1930,74,3,0,"eastern europe"
poland,1935,80,3,0,"eastern europe"
poland,1940,87,4,0,"eastern europe"
poland,1945,93,6,1,"eastern europe"
poland,1950,100,15,2,"eastern europe"
poland,1955,86,19,2,"eastern europe"
poland,1960,90,32,7,"eastern europe"
poland,1965,87,41,16,"eastern europe"
poland,1970,95,44,13,"eastern europe"
poland,1975,96,59,18,"eastern europe"
poland,1980,98,74,20,"eastern europe"
poland,1985,99,76,19,"eastern europe"
poland,1990,97,80,25,"eastern europe"
poland,1995,93,96,28,"eastern europe"
poland,2000,98,98,59,"eastern europe"
poland,2005,96,98,74,"eastern europe"
poland,2010,97,95,89,"eastern europe"
romania,1820,0,0,0,"eastern europe"
romania,1825,0,0,0,"eastern europe"
romania,1830,0,0,0,"eastern europe"
romania,1835,0,0,0,"eastern europe"
romania,1840,1,0,0,"eastern europe"
romania,1845,1,0,0,"eastern europe"
romania,1850,1,0,0,"eastern europe"
romania,1855,2,0,0,"eastern europe"
romania,1860,2,0,0,"eastern europe"
romania,1865,3,0,0,"eastern europe"
romania,1870,3,0,0,"eastern europe"
romania,1875,4,0,0,"eastern europe"
romania,1880,5,0,0,"eastern europe"
romania,1885,6,0,0,"eastern europe"
romania,1890,8,0,0,"eastern europe"
romania,1895,12,0,0,"eastern europe"
romania,1900,15,0,0,"eastern europe"
romania,1905,19,0,0,"eastern europe"
romania,1910,23,0,0,"eastern europe"
romania,1915,27,0,0,"eastern europe"
romania,1920,31,1,0,"eastern europe"
romania,1925,35,1,0,"eastern europe"
romania,1930,39,2,0,"eastern europe"
romania,1935,43,2,0,"eastern europe"
romania,1940,47,3,0,"eastern europe"
romania,1945,50,4,0,"eastern europe"
romania,1950,54,6,0,"eastern europe"
romania,1955,63,6,1,"eastern europe"
romania,1960,66,22,3,"eastern europe"
romania,1965,80,25,7,"eastern europe"
romania,1970,89,30,8,"eastern europe"
romania,1975,84,53,8,"eastern europe"
romania,1980,80,57,9,"eastern europe"
romania,1985,77,64,9,"eastern europe"
romania,1990,77,73,11,"eastern europe"
romania,1995,95,74,19,"eastern europe"
romania,2000,89,80,25,"eastern europe"
romania,2005,100,80,50,"eastern europe"
romania,2010,94,93,65,"eastern europe"
serbia,1820,0,0,0,"eastern europe"
serbia,1825,0,0,0,"eastern europe"
serbia,1830,0,0,0,"eastern europe"
serbia,1835,0,0,0,"eastern europe"
serbia,1840,0,0,0,"eastern europe"
serbia,1845,0,0,0,"eastern europe"
serbia,1850,0,0,0,"eastern europe"
serbia,1855,0,0,0,"eastern europe"
serbia,1860,0,0,0,"eastern europe"
serbia,1865,1,0,0,"eastern europe"
serbia,1870,1,0,0,"eastern europe"
serbia,1875,2,0,0,"eastern europe"
serbia,1880,2,0,0,"eastern europe"
serbia,1885,3,0,0,"eastern europe"
serbia,1890,4,0,0,"eastern europe"
serbia,1895,2,0,0,"eastern europe"
serbia,1900,4,0,0,"eastern europe"
serbia,1905,5,0,0,"eastern europe"
serbia,1910,6,0,0,"eastern europe"
serbia,1915,12,0,0,"eastern europe"
serbia,1920,19,2,0,"eastern europe"
serbia,1925,26,3,0,"eastern europe"
serbia,1930,33,4,0,"eastern europe"
serbia,1935,39,5,0,"eastern europe"
serbia,1940,46,7,1,"eastern europe"
serbia,1945,53,9,1,"eastern europe"
serbia,1950,59,11,3,"eastern europe"
serbia,1955,70,15,3,"eastern europe"
serbia,1960,73,22,8,"eastern europe"
serbia,1965,76,29,13,"eastern europe"
serbia,1970,80,35,18,"eastern europe"
serbia,1975,83,42,23,"eastern europe"
serbia,1980,86,49,28,"eastern europe"
serbia,1985,90,56,33,"eastern europe"
serbia,1990,93,63,38,"eastern europe"
serbia,1995,96,69,43,"eastern europe"
serbia,2000,100,76,48,"eastern europe"
serbia,2005,100,83,54,"eastern europe"
serbia,2010,95,90,56,"eastern europe"
argentina,1820,1,0,0,"latin america and the caribbean"
argentina,1825,2,0,0,"latin america and the caribbean"
argentina,1830,3,0,0,"latin america and the caribbean"
argentina,1835,3,0,0,"latin america and the caribbean"
argentina,1840,4,0,0,"latin america and the caribbean"
argentina,1845,6,0,0,"latin america and the caribbean"
argentina,1850,8,0,0,"latin america and the caribbean"
argentina,1855,10,0,0,"latin america and the caribbean"
argentina,1860,12,0,0,"latin america and the caribbean"
argentina,1865,15,0,0,"latin america and the caribbean"
argentina,1870,19,0,0,"latin america and the caribbean"
argentina,1875,20,0,0,"latin america and the caribbean"
argentina,1880,20,0,0,"latin america and the caribbean"
argentina,1885,20,0,0,"latin america and the caribbean"
argentina,1890,25,0,0,"latin america and the caribbean"
argentina,1895,30,0,0,"latin america and the caribbean"
argentina,1900,35,0,0,"latin america and the caribbean"
argentina,1905,39,0,0,"latin america and the caribbean"
argentina,1910,43,0,0,"latin america and the caribbean"
argentina,1915,48,0,0,"latin america and the caribbean"
argentina,1920,52,0,0,"latin america and the caribbean"
argentina,1925,57,1,0,"latin america and the caribbean"
argentina,1930,61,3,0,"latin america and the caribbean"
argentina,1935,65,3,0,"latin america and the caribbean"
argentina,1940,70,5,0,"latin america and the caribbean"
argentina,1945,74,7,1,"latin america and the caribbean"
argentina,1950,79,13,1,"latin america and the caribbean"
argentina,1955,86,17,3,"latin america and the caribbean"
argentina,1960,90,26,7,"latin america and the caribbean"
argentina,1965,93,26,11,"latin america and the caribbean"
argentina,1970,97,37,12,"latin america and the caribbean"
argentina,1975,97,45,27,"latin america and the caribbean"
argentina,1980,94,51,22,"latin america and the caribbean"
argentina,1985,96,57,37,"latin america and the caribbean"
argentina,1990,100,56,43,"latin america and the caribbean"
argentina,1995,100,76,41,"latin america and the caribbean"
argentina,2000,100,84,65,"latin america and the caribbean"
argentina,2005,100,76,76,"latin america and the caribbean"
argentina,2010,100,82,90,"latin america and the caribbean"
barbados,1820,1,0,0,"latin america and the caribbean"
barbados,1825,2,0,0,"latin america and the caribbean"
barbados,1830,3,0,0,"latin america and the caribbean"
barbados,1835,3,0,0,"latin america and the caribbean"
barbados,1840,4,0,0,"latin america and the caribbean"
barbados,1845,6,0,0,"latin america and the caribbean"
barbados,1850,7,0,0,"latin america and the caribbean"
barbados,1855,9,0,0,"latin america and the caribbean"
barbados,1860,11,0,0,"latin america and the caribbean"
barbados,1865,14,0,0,"latin america and the caribbean"
barbados,1870,17,0,0,"latin america and the caribbean"
barbados,1875,21,0,0,"latin america and the caribbean"
barbados,1880,25,0,0,"latin america and the caribbean"
barbados,1885,29,0,0,"latin america and the caribbean"
barbados,1890,38,0,0,"latin america and the caribbean"
barbados,1895,46,0,0,"latin america and the caribbean"
barbados,1900,54,0,0,"latin america and the caribbean"
barbados,1905,62,0,0,"latin america and the caribbean"
barbados,1910,71,0,0,"latin america and the caribbean"
barbados,1915,70,1,0,"latin america and the caribbean"
barbados,1920,70,1,0,"latin america and the caribbean"
barbados,1925,70,2,0,"latin america and the caribbean"
barbados,1930,69,2,0,"latin america and the caribbean"
barbados,1935,69,3,0,"latin america and the caribbean"
barbados,1940,69,4,0,"latin america and the caribbean"
barbados,1945,69,17,0,"latin america and the caribbean"
barbados,1950,68,30,0,"latin america and the caribbean"
barbados,1955,70,31,0,"latin america and the caribbean"
barbados,1960,81,32,0,"latin america and the caribbean"
barbados,1965,78,29,2,"latin america and the caribbean"
barbados,1970,89,68,3,"latin america and the caribbean"
barbados,1975,100,76,6,"latin america and the caribbean"
barbados,1980,97,85,16,"latin america and the caribbean"
barbados,1985,87,90,19,"latin america and the caribbean"
barbados,1990,90,74,20,"latin america and the caribbean"
barbados,1995,90,77,33,"latin america and the caribbean"
barbados,2000,94,100,61,"latin america and the caribbean"
barbados,2005,95,100,81,"latin america and the caribbean"
barbados,2010,97,100,93,"latin america and the caribbean"
belize,1820,0,0,0,"latin america and the caribbean"
belize,1825,0,0,0,"latin america and the caribbean"
belize,1830,0,0,0,"latin america and the caribbean"
belize,1835,0,0,0,"latin america and the caribbean"
belize,1840,1,0,0,"latin america and the caribbean"
belize,1845,1,0,0,"latin america and the caribbean"
belize,1850,1,0,0,"latin america and the caribbean"
belize,1855,2,0,0,"latin america and the caribbean"
belize,1860,3,0,0,"latin america and the caribbean"
belize,1865,4,0,0,"latin america and the caribbean"
belize,1870,5,0,0,"latin america and the caribbean"
belize,1875,6,0,0,"latin america and the caribbean"
belize,1880,8,0,0,"latin america and the caribbean"
belize,1885,11,0,0,"latin america and the caribbean"
belize,1890,14,0,0,"latin america and the caribbean"
belize,1895,18,0,0,"latin america and the caribbean"
belize,1900,22,0,0,"latin america and the caribbean"
belize,1905,27,0,0,"latin america and the caribbean"
belize,1910,33,0,0,"latin america and the caribbean"
belize,1915,40,0,0,"latin america and the caribbean"
belize,1920,47,0,0,"latin america and the caribbean"
belize,1925,50,0,0,"latin america and the caribbean"
belize,1930,54,0,0,"latin america and the caribbean"
belize,1935,58,0,0,"latin america and the caribbean"
belize,1940,62,0,0,"latin america and the caribbean"
belize,1945,65,0,0,"latin america and the caribbean"
belize,1950,69,0,0,"latin america and the caribbean"
belize,1955,73,0,0,"latin america and the caribbean"
belize,1960,77,0,0,"latin america and the caribbean"
belize,1965,81,3,0,"latin america and the caribbean"
belize,1970,84,8,0,"latin america and the caribbean"
belize,1975,88,15,0,"latin america and the caribbean"
belize,1980,92,24,0,"latin america and the caribbean"
belize,1985,96,33,0,"latin america and the caribbean"
belize,1990,100,43,0,"latin america and the caribbean"
belize,1995,98,41,0,"latin america and the caribbean"
belize,2000,100,64,19,"latin america and the caribbean"
belize,2005,100,74,20,"latin america and the caribbean"
belize,2010,100,76,28,"latin america and the caribbean"
bolivia,1820,0,0,0,"latin america and the caribbean"
bolivia,1825,0,0,0,"latin america and the caribbean"
bolivia,1830,0,0,0,"latin america and the caribbean"
bolivia,1835,0,0,0,"latin america and the caribbean"
bolivia,1840,0,0,0,"latin america and the caribbean"
bolivia,1845,0,0,0,"latin america and the caribbean"
bolivia,1850,0,0,0,"latin america and the caribbean"
bolivia,1855,0,0,0,"latin america and the caribbean"
bolivia,1860,1,0,0,"latin america and the caribbean"
bolivia,1865,1,0,0,"latin america and the caribbean"
bolivia,1870,1,0,0,"latin america and the caribbean"
bolivia,1875,2,0,0,"latin america and the caribbean"
bolivia,1880,2,0,0,"latin america and the caribbean"
bolivia,1885,3,0,0,"latin america and the caribbean"
bolivia,1890,4,0,0,"latin america and the caribbean"
bolivia,1895,7,0,0,"latin america and the caribbean"
bolivia,1900,10,0,0,"latin america and the caribbean"
bolivia,1905,13,0,0,"latin america and the caribbean"
bolivia,1910,16,0,0,"latin america and the caribbean"
bolivia,1915,19,0,0,"latin america and the caribbean"
bolivia,1920,22,0,0,"latin america and the caribbean"
bolivia,1925,25,0,0,"latin america and the caribbean"
bolivia,1930,28,0,0,"latin america and the caribbean"
bolivia,1935,31,0,0,"latin america and the caribbean"
bolivia,1940,34,0,0,"latin america and the caribbean"
bolivia,1945,37,0,0,"latin america and the caribbean"
bolivia,1950,40,4,1,"latin america and the caribbean"
bolivia,1955,44,5,1,"latin america and the caribbean"
bolivia,1960,47,4,1,"latin america and the caribbean"
bolivia,1965,58,6,2,"latin america and the caribbean"
bolivia,1970,57,9,5,"latin america and the caribbean"
bolivia,1975,71,11,6,"latin america and the caribbean"
bolivia,1980,72,14,7,"latin america and the caribbean"
bolivia,1985,75,24,13,"latin america and the caribbean"
bolivia,1990,78,25,18,"latin america and the caribbean"
bolivia,1995,78,26,24,"latin america and the caribbean"
bolivia,2000,100,73,29,"latin america and the caribbean"
bolivia,2005,100,77,34,"latin america and the caribbean"
bolivia,2010,92,74,39,"latin america and the caribbean"
brazil,1820,0,0,0,"latin america and the caribbean"
brazil,1825,0,0,0,"latin america and the caribbean"
brazil,1830,0,0,0,"latin america and the caribbean"
brazil,1835,0,0,0,"latin america and the caribbean"
brazil,1840,0,0,0,"latin america and the caribbean"
brazil,1845,0,0,0,"latin america and the caribbean"
brazil,1850,0,0,0,"latin america and the caribbean"
brazil,1855,0,0,0,"latin america and the caribbean"
brazil,1860,0,0,0,"latin america and the caribbean"
brazil,1865,0,0,0,"latin america and the caribbean"
brazil,1870,0,0,0,"latin america and the caribbean"
brazil,1875,3,0,0,"latin america and the caribbean"
brazil,1880,5,0,0,"latin america and the caribbean"
brazil,1885,7,0,0,"latin america and the caribbean"
brazil,1890,10,0,0,"latin america and the caribbean"
brazil,1895,12,0,0,"latin america and the caribbean"
brazil,1900,15,0,0,"latin america and the caribbean"
brazil,1905,17,0,0,"latin america and the caribbean"
brazil,1910,20,0,0,"latin america and the caribbean"
brazil,1915,22,0,0,"latin america and the caribbean"
brazil,1920,25,0,0,"latin america and the caribbean"
brazil,1925,27,0,0,"latin america and the caribbean"
brazil,1930,30,0,0,"latin america and the caribbean"
brazil,1935,32,1,0,"latin america and the caribbean"
brazil,1940,34,1,0,"latin america and the caribbean"
brazil,1945,35,2,0,"latin america and the caribbean"
brazil,1950,37,3,0,"latin america and the caribbean"
brazil,1955,43,4,0,"latin america and the caribbean"
brazil,1960,81,3,0,"latin america and the caribbean"
brazil,1965,58,6,1,"latin america and the caribbean"
brazil,1970,67,9,3,"latin america and the caribbean"
brazil,1975,73,15,9,"latin america and the caribbean"
brazil,1980,77,16,11,"latin america and the caribbean"
brazil,1985,80,16,11,"latin america and the caribbean"
brazil,1990,85,16,11,"latin america and the caribbean"
brazil,1995,85,16,12,"latin america and the caribbean"
brazil,2000,100,89,16,"latin america and the caribbean"
brazil,2005,100,91,25,"latin america and the caribbean"
brazil,2010,100,93,29,"latin america and the caribbean"
chile,1820,1,0,0,"latin america and the caribbean"
chile,1825,1,0,0,"latin america and the caribbean"
chile,1830,1,0,0,"latin america and the caribbean"
chile,1835,2,0,0,"latin america and the caribbean"
chile,1840,3,0,0,"latin america and the caribbean"
chile,1845,3,0,0,"latin america and the caribbean"
chile,1850,4,0,0,"latin america and the caribbean"
chile,1855,5,0,0,"latin america and the caribbean"
chile,1860,8,0,0,"latin america and the caribbean"
chile,1865,12,0,0,"latin america and the caribbean"
chile,1870,13,0,0,"latin america and the caribbean"
chile,1875,14,0,0,"latin america and the caribbean"
chile,1880,16,0,0,"latin america and the caribbean"
chile,1885,17,0,0,"latin america and the caribbean"
chile,1890,21,0,0,"latin america and the caribbean"
chile,1895,26,0,0,"latin america and the caribbean"
chile,1900,36,0,0,"latin america and the caribbean"
chile,1905,45,0,0,"latin america and the caribbean"
chile,1910,48,0,0,"latin america and the caribbean"
chile,1915,53,0,0,"latin america and the caribbean"
chile,1920,59,0,0,"latin america and the caribbean"
chile,1925,64,0,0,"latin america and the caribbean"
chile,1930,70,0,0,"latin america and the caribbean"
chile,1935,76,6,0,"latin america and the caribbean"
chile,1940,81,7,0,"latin america and the caribbean"
chile,1945,87,9,0,"latin america and the caribbean"
chile,1950,92,8,0,"latin america and the caribbean"
chile,1955,100,12,1,"latin america and the caribbean"
chile,1960,84,17,3,"latin america and the caribbean"
chile,1965,93,24,4,"latin america and the caribbean"
chile,1970,88,29,7,"latin america and the caribbean"
chile,1975,97,36,15,"latin america and the caribbean"
chile,1980,97,41,11,"latin america and the caribbean"
chile,1985,93,50,13,"latin america and the caribbean"
chile,1990,86,57,16,"latin america and the caribbean"
chile,1995,91,67,26,"latin america and the caribbean"
chile,2000,97,81,36,"latin america and the caribbean"
chile,2005,99,88,47,"latin america and the caribbean"
chile,2010,98,84,68,"latin america and the caribbean"
colombia,1820,0,0,0,"latin america and the caribbean"
colombia,1825,1,0,0,"latin america and the caribbean"
colombia,1830,1,0,0,"latin america and the caribbean"
colombia,1835,1,0,0,"latin america and the caribbean"
colombia,1840,3,0,0,"latin america and the caribbean"
colombia,1845,3,0,0,"latin america and the caribbean"
colombia,1850,3,0,0,"latin america and the caribbean"
colombia,1855,4,0,0,"latin america and the caribbean"
colombia,1860,6,0,0,"latin america and the caribbean"
colombia,1865,7,0,0,"latin america and the caribbean"
colombia,1870,9,0,0,"latin america and the caribbean"
colombia,1875,10,0,0,"latin america and the caribbean"
colombia,1880,12,0,0,"latin america and the caribbean"
colombia,1885,10,0,0,"latin america and the caribbean"
colombia,1890,12,0,0,"latin america and the caribbean"
colombia,1895,13,0,0,"latin america and the caribbean"
colombia,1900,19,0,0,"latin america and the caribbean"
colombia,1905,25,0,0,"latin america and the caribbean"
colombia,1910,31,0,0,"latin america and the caribbean"
colombia,1915,37,0,0,"latin america and the caribbean"
colombia,1920,37,0,0,"latin america and the caribbean"
colombia,1925,38,0,0,"latin america and the caribbean"
colombia,1930,39,0,0,"latin america and the caribbean"
colombia,1935,40,0,0,"latin america and the caribbean"
colombia,1940,41,1,0,"latin america and the caribbean"
colombia,1945,41,1,0,"latin america and the caribbean"
colombia,1950,42,2,0,"latin america and the caribbean"
colombia,1955,55,4,0,"latin america and the caribbean"
colombia,1960,59,9,0,"latin america and the caribbean"
colombia,1965,66,14,1,"latin america and the caribbean"
